제품명,브랜드,가격,상품정보,썸네일
스킨앤랩 베리어덤 밀키 세럼 50ml,스킨앤랩,"27,000","['내용물의 용량 또는 중량 50ml', '제품 주요 사양 모든피부타입', '사용기한(또는 개봉 후 사용기간) 제조년월로부터 3년, 개봉 후 12개월 이내', '사용방법 세럼 적당량을 피부에 덜어 부드럽게 롤링한 뒤 흡수시켜 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 코스맥스(주) / 랩앤컴퍼니(주)', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 부틸렌글라이콜, 스쿠알란, 베타인, 다이펜타에리스리틸헥사C5-9애씨드에스터, 글리세레스-26, 글리세린, 1,2-헥산다이올, 펜틸렌글라이콜, 클로렐라 불가리스추출물, 우유단백질추출물, 글루코오스, 하이드로제네이티드레시틴, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 프룩토올리고사카라이드, 프룩토오스, 트로메타민, 다이페닐다이메티콘, 판테놀, 트라이에틸헥사노인, 소듐다이라우미도글루타미드라이신, 에틸헥실글리세린, 시트릭애씨드, 세린, 글라이신, 레시틴, 알지닌, 히스티딘, 다이포타슘글리시리제이트, 카프릴릴글라이콜, 토코페롤, 스테아릭애씨드, 세라마이드엔피, 세라마이드엔에스, 콜레스테롤, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 세라마이드이오피, 잔탄검, 세테아릴알코올', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것', '3) 취급 시 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것', '나) 직사광선을 피해서 보관할 것', ""품질보증기준 본 상품에 이상이 있을 경우, 공정거래위원회 고시 '소비자 분쟁 해결 기준' 에 의거 보상해 드립니다."", '소비자상담 전화번호 랩앤컴퍼니(주) 1644-5190']","['./prdimgs/page_21_prd_10_thumb1.jpg', './prdimgs/page_21_prd_10_thumb2.jpg']"
시드물 스킨소스 D-판테놀 앰플12ml,시드물,"9,800","['내용물의 용량 또는 중량 12ml', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조년월일: 2022년 08월 31일(730일)', '사용방법 적당량을 덜어 피부결을 따라 바르신 후 톡톡 두드려 흡수시켜 주세요.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 화장품제조업자 : (주)코스모바이오 , 화장품책임판매업자 : (주)시드물', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수,판테놀(30%),판토락톤,잔탄검,황금추출물,모란뿌리추출물', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것.', '2) 상처가 있는 부위 등에는 사용을 자제할 것.', '3)보관 및 취급시 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것.', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 상품에 이상이 있을 경우 공정거래위원회 고시에 의거 보상해 드립니다.', '소비자상담 전화번호 시드물 고객 상담실 1577-9638']",['./prdimgs/page_21_prd_11_thumb1.jpg']
이지에프올로지 액티브 이지에프 리제너레이팅 세럼 스타터,EGF올로지,"109,000","['내용물의 용량 또는 중량 세럼 30ml, 미니비누 35g, 미니로셔 10ml', '제품 주요 사양 모든 피부 타입', '사용기한(또는 개봉 후 사용기간) 개봉전 36개월, 개봉 후 빠른 사용 권장', '사용방법 세안 후 토너로 피부결을 정돈한 후 사용. 얼굴 안쪽에서 바깥쪽으로 부드럽게 흡수시킴.', '눈가, 입꼬리, 이마등 주름이 고민되는 부분은 가볍게 마사지', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 화장품제조업자 : 티엔에이치바이오(주) / 화장품책임판매업자 : (주)이지에프올로지', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 흰목이버섯추출물@글리세린@만니톨@1,2-헥산다이올@페녹시에탄올@클로페네신@베타-글루칸@에스에이치-올리고펩타이드-1@에스에이치-폴리펩타이드-1', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 가. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것 나.상처가 있는 부위등에는 사용을 자제할 것 다. 보관 및 취급시 주의 사항 1)어린이의 손이 닿지 않는 곳에 보관할 것 2)직사광선을 피해서 보관할 것', '품질보증기준 공정거래위원회 고시 소비자 분쟁해결 기준에 의거, 보상처리 함', '소비자상담 전화번호 1644-1048']","['./prdimgs/page_21_prd_12_thumb1.jpg', './prdimgs/page_21_prd_12_thumb2.jpg']"
헉슬리 오일에센스 에센스라이크 오일라이크 30ml,헉슬리,"43,000","['내용물의 용량 또는 중량 30ml', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조일로부터 36개월 / 개봉 후 12개월', '사용방법 스킨케어 토너 사용후 적당량을 취해 피부 전체에 펴 바른 뒤 가볍게 톡톡 두드려 흡수시켜 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 삼성메디코스(주) / (주)노드메이슨', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 보검선인장줄기추출물, 부틸렌글라이콜, 글리세린, 메틸글루세스-20, 에탄올, 정제수, 다이메티콘, 1,2-헥산다이올, 보검선인장씨오일, 폴리쿼터늄-51, 마테잎추출물, 매실추출물, 아사이팜열매추출물, 까무까무열매추출물, 퀴노아씨추출물, 카카오추출물, 하이드록시에틸아크릴레이트/소듐아크릴로일다이 메틸타우레이트코폴리머, 베타인, 하이드로제네이티드레시틴, 잔탄검, 에틸헥실글리세린, 소듐메틸스테아로일타우레이트, 다이소듐이디티에이, 덱스트린, 페녹시에탄올, 향료, 아밀신남알, 유제놀, 부틸페닐메틸프로피오날, 시트로넬올, 헥실신남알', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 가. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '나. 상처가 있는 부위 등에는 사용을 자제할 것', '다. 보관 및 취급 시 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품은 공정거래위원회고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.', '소비자상담 전화번호 070-7123-0077']","['./prdimgs/page_21_prd_13_thumb1.jpg', './prdimgs/page_21_prd_13_thumb2.jpg', './prdimgs/page_21_prd_13_thumb3.jpg', './prdimgs/page_21_prd_13_thumb4.jpg']"
시드물 레티놀 흔적 리페어 앰플 30ml,시드물,"21,800","['내용물의 용량 또는 중량 30ml', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조년월일: 2022년 10월 17일(730일)', '사용방법 적당량을 덜어 피부 결을 따라 바르신 후 톡톡 두드려 흡수시켜 주세요.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 화장품제조업자 : 씨엘코스 , 화장품책임판매업자 : (주)시드물', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수,글리세린,부틸렌글라이콜,스쿠알란,나이아신아마이드,마데카소사이드(0.5%),바쿠치올(0.5%),', '세테아릴글루코사이드,라즈베리추출물,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,', '솔비탄올리베이트,돌콩오일,알지닌,토코페롤,다이포타슘글리시리제이트,아데노신,', '세테아릴알코올,레티놀(500IU/g),소듐하이알루로네이트,베타-글루칸,마데카식애씨드,', '아시아티코사이드,아시아틱애씨드,하이드로제네이티드레시틴,세라마이드엔피,1,2-헥산다이올', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것.', '2) 상처가 있는 부위 등에는 사용을 자제할 것.', '3)보관 및 취급시 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것.', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 상품에 이상이 있을 경우 공정거래위원회 고시에 의거 보상해 드립니다.', '소비자상담 전화번호 시드물 고객 상담실 1577-9638']",['./prdimgs/page_21_prd_14_thumb1.jpg']
클라뷰 리얼 비건 저분자 콜라겐 탄력 앰플 30ml,클라뷰,"29,000","['내용물의 용량 또는 중량 30ml', '제품 주요 사양 모든 피부 타입', '사용기한(또는 개봉 후 사용기간) 제조일로부터 36개월', '사용방법 아침, 저녁 세안 후 토너 다음 단계에서 얼굴 전체에 적당량을 취하여 부드럽게 펴 발라줍니다', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 코스맥스(주) / (주)베케이코리아', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 부틸렌글라이콜, 글리세린, 폴리글리세린-3, 1,2-헥산다이올, 나이아신아마이드, 메틸프로판다이올, 프로판다이올, 메도우폼씨오일, 마카다미아씨오일, 시어버터, 하이드롤라이즈드완두콩단백질, 소듐하이알루로네이트, 올리브오일, 수용성콜라겐, 판테놀, 스쿠알란, 하이드로제네이티드레시틴, 하이드로제네이티드폴리데센, 소듐폴리아크릴로일다이메틸타우레이트, 트라이아이소스테아린, C12-14알케스-12, 트로메타민, 세라마이드엔피, 폴리글리세릴-10라우레이트, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 소듐폴리아크릴레이트, 에틸헥실글리세린, 아데노신, 하이드롤라이즈드익스텐신, 피토스테롤, 레시틴, 소듐아스코빌포스페이트, 베타-글루칸, 토코페롤, 펜틸렌글라이콜, 폴리쿼터늄-80, 소듐클로라이드, 카보머, 잔탄검', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 가. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '나. 상처가 있는 부위 등에는 사용을 자제할 것', '다. 보관 및 취급 시 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품은 공정거래위원회고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.', '소비자상담 전화번호 070-8852-5481']","['./prdimgs/page_21_prd_15_thumb1.jpg', './prdimgs/page_21_prd_15_thumb2.jpg', './prdimgs/page_21_prd_15_thumb3.jpg']"
마녀공장 브이콜라겐 하트핏 앰플 50ml,마녀공장,"35,000","['내용물의 용량 또는 중량 50ml', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조일로부터 36개월, 개봉 후 12개월', '사용방법 적당량을 취해 피부 결에 따라 골고루 발라준 후에 가볍게 두드리며 흡수시켜 줍니다', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주)한국화장품제조/(주)마녀공장', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 콜라겐추출물(53.9%), 정제수, 글리세린, 프로판다이올, 폴리글리세린-3, 글리세레스-26, 나이아신아마이드, 해바라기씨오일, 1,2-헥산다이올, 베타인, 에틸헥실스테아레이트, 트라이라우레스-4포스페이트, 흰목이버섯추출물, 화이트루핀씨추출물, 류코노스톡/무발효여과물, 다마스크장미꽃오일, 다마스크장미꽃수, 콜라겐(900ppm), 부틸렌글라이콜, 토코페롤, 레시틴, 펜틸렌글라이콜, 솔비탄올리에이트, 카프릴릭/카프릭트라이글리세라이드, 폴리글리세릴-3다이스테아레이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카라멜, 카보머, 트로메타민, 글리세릴스테아레이트시트레이트, 에틸헥실글리세린, 잔탄검, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 다이소듐이디티에이, 소듐하이드록사이드, 센티드제라늄꽃오일, 아데노신, 시트로넬올, 제라니올, 리날룰', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것 2. 상처가 있는 부위 등에는 사용을 자제할 것 3. 보관 및 취급 시 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것', '품질보증기준 본 상품에 이상이 있을 경우, 공정거래위원회 고시 ""소비자 분쟁 해결 기준""에 의해 보상해드립니다.', '소비자상담 전화번호 02-6013-0855']","['./prdimgs/page_21_prd_16_thumb1.jpg', './prdimgs/page_21_prd_16_thumb2.jpg']"
시드물 진한 어성초 시카 에센셜 165ml,시드물,"12,400","['내용물의 용량 또는 중량 165ml', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조년월일: 2022년 08월 12일(730일)', '사용방법 적당량을 덜은 후에 피부에 바르시고, 살살 두드려 흡수시켜 줍니다.', '건조하고, 민감한 부분에는 수회 덧발라줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 화장품제조업자 : (주)코스모바이오 , 화장품책임판매업자 : (주)시드물', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 약모밀추출물(구명칭:어성초추출물)(국내산,92%),글리세린,판테놀(10,000ppm),마데카소사이드,마데카식애씨드,', '아시아티코사이드,아시아틱애씨드,알에이치-올리고펩타이드-1(EGF),알에이치-폴리펩타이드-1(FGF),', '알에이치-올리고펩타이드-2(IGF),베타-글루칸,소듐하이알루로네이트,카보머,알지닌,알란토인,잔탄검,', '다이포타슘글리시리제이트,레시틴,부틸렌글라이콜,1,2-헥산다이올', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것.', '2) 상처가 있는 부위 등에는 사용을 자제할 것.', '3)보관 및 취급시 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것.', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 상품에 이상이 있을 경우 공정거래위원회 고시에 의거 보상해 드립니다.', '소비자상담 전화번호 시드물 고객 상담실 1577-9638']",['./prdimgs/page_21_prd_17_thumb1.jpg']
온그리디언츠 리바이탈라이징 세럼 50ml 단독기획(+토너30ml증정),온그리디언츠,"25,000","['내용물의 용량 또는 중량 50 ml / 1.69 fl. oz.', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 개봉 전 36개월 / 개봉 후 12개월', '사용방법 적당량을 피부에 덜어 부드럽게 바른 후 충분히 흡수시켜 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 제조업자: ㈜서울화장품 / 책임판매업자: ㈜파워플레이어', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 나비콩꽃추출물, 프로판다이올, 글리세린, 메틸프로판다이올, 1,2-헥산다이올, 부틸렌글라이콜, 다이에톡시에틸석시네이트, 나이아신아마이드, 정제수, 하이드롤라이즈드스클레로튬검, C12-14파레스-12, 에틸헥실글리세린, 다이프로필렌글라이콜, 소듐시트레이트, 아데노신, 시트릭애씨드, 토코페롤, 콘민트오일, 바추잎잎추출물, 폴리글리세릴-10미리스테이트, 다마스크장미꽃수, 하이드록시아세토페논, 펜틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 카프릴릴글라이콜, 동백나무꽃추출물, 소듐하이알루로네이트, 스쿠알란, 올리브오일, 에틸헥실팔미테이트, 하이드로제네이티드레시틴, 세틸에틸헥사노에이트, 시어버터, 세라마이드엔피', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용 부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2. 상처가 있는 부위 등에는 사용을 자제할 것.', '3. 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것.', '4. 눈에 들어가지 않도록 주의할 것. 눈에 들어갔을 때에는 즉시 씻어낼 것', '5. 사용 후 물로 씻어내지 않으면 탈모 또는 탈색의 원인이 될 수 있으므로 주의할 것', '* 강한 압력을 가하면 형태가 쉽게 파손될 수 있으니 유의해주시기 바랍니다.', '품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시 “소비자분쟁해결기준”에 의거 보상해 드립니다.', '소비자상담 전화번호 1600-3416']","['./prdimgs/page_21_prd_18_thumb1.jpg', './prdimgs/page_21_prd_18_thumb2.jpg', './prdimgs/page_21_prd_18_thumb3.jpg', './prdimgs/page_21_prd_18_thumb4.jpg']"
아이오페 피디알엔 카페인 샷 앰플 30ml,아이오페,"50,000","['내용물의 용량 또는 중량 30ml', '제품 주요 사양 모든피부', '사용기한(또는 개봉 후 사용기간) 사용기한 36개월, 개봉후 12개월 이내 사용', '사용방법 ① 스킨 다음 단계에서, 적당량(약 0.3ml)을 나누어 이마와 양 볼에 덜어줍니다.', '② 손가락 끝을 이용해 작은 원을 그리다 위쪽으로 끌어올리 듯 펴 발라 줍니다.', '(*갈고리 모양으로)', '③ 턱 라인을 살짝 쥐고 턱 끝에서 귀밑까지 살짝 끌어 올리듯 2~3회 마사지 해줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주)아모레퍼시픽', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 락토바실러스발효용해물(바이오-피디알엔TM)@정제수@프로판다이올@글리세린@나이아신아마이드@부틸렌글라이콜@카페인@다이프로필렌글라이콜@1,2-헥산다이올@다이에톡시에틸석시네이트@글리세릴폴리메타크릴레이트@폴리아크릴레이트크로스폴리머-6@만니톨@에틸헥실글리세린@아데노신@소듐시트레이트@덱스트린@카카오추출물@시트릭애씨드@다이소듐이디티에이@T-부틸알코올@알지닌@사이클로덱스트린@하이드록시프로필사이클로덱스트린@말토덱스트린@잔탄검@베타-글루칸@아세틸테트라펩타이드-11@토코페롤', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품에 이상이 있을 경우, 공정거래위원회 고시에 의거 보상해드립니다.', '소비자상담 전화번호 080-030-5454(수신자 요금부담) 운영시간 : 09:00 ~ 18:00 (점심시간 제외, 12~13시) (주말, 공휴일 제외)']","['./prdimgs/page_21_prd_19_thumb1.jpg', './prdimgs/page_21_prd_19_thumb2.jpg', './prdimgs/page_21_prd_19_thumb3.jpg']"
